,brand_name,kind,pingfen,xingjiabi,xingneng,xuhang,waiguan,paizhao
1254,酷比,2,7.9,7.0,8.0,6.8,8.6,9
1255,酷比,2,7.9,7.0,8.0,6.8,8.6,9
1256,酷比,2,7.9,7.0,8.0,6.8,8.6,9
1257,酷比,2,7.1,7.1,7.6,6.4,7.1,7.4
1258,酷比,2,8.3,7.7,8.5,8.0,8.9,8.2
1259,酷比,2,7.5,7.7,9.7,4.7,7.7,7.7
1260,酷比,2,7.5,7.7,9.7,4.7,7.7,7.7
1261,酷比,2,8.0,8.0,8.0,8.0,8,8
1262,酷比,2,8.0,8.3,2.0,8.3,8.3,8.3
1263,酷比,2,7.6,8.4,6.4,8.4,8.4,6.4
1276,酷派,2,3.0,2.9,3.0,2.7,3.9,2.4
1277,酷派,2,3.9,3.4,3.7,3.4,5.4,3.4
1278,酷派,2,3.9,3.6,3.7,2.9,5.9,3.6
1279,酷派,2,4.1,3.7,3.7,3.7,5.7,3.7
1280,酷派,2,3.5,3.9,3.4,3.7,4.7,1.9
1281,酷派,2,4.6,3.9,4.7,4.7,5.4,4.1
1282,酷派,2,4.6,3.9,4.7,4.7,5.4,4.1
1283,酷派,2,4.0,4.0,4.0,4.3,4.4,3.3
1284,酷派,2,4.7,4.4,4.7,4.4,6.4,3.8
1285,酷派,2,3.8,4.8,3.5,2.8,4.2,3.5
1286,酷派,2,5.0,5.0,5.0,5.0,5,5
1287,酷派,2,5.3,5.2,4.8,5.8,5.8,4.8
1288,酷派,2,5.2,5.4,4.5,5.8,5.2,4.9
1289,酷派,2,5.3,5.5,5.0,4.5,6,5.5
1290,酷派,2,6.3,5.6,6.3,6.3,7.6,5.6
1291,酷派,2,5.5,5.7,5.5,4.0,6.5,5.7
1292,酷派,2,5.6,5.9,5.4,5.4,6.2,4.9
1293,酷派,2,5.2,6.0,6.0,4.0,6,4
1294,酷派,2,5.6,6.0,6.0,6.0,4,6
1295,酷派,2,7.1,6.1,7.3,7.0,7.8,7.5
1296,酷派,2,7.1,6.1,7.3,7.0,7.8,7.5
1297,酷派,2,6.7,6.2,6.2,4.8,7.5,8.8
1298,酷派,2,6.6,6.3,6.4,6.6,7.6,6.2
1299,酷派,2,6.6,6.3,6.4,6.6,7.6,6.2
1300,酷派,2,6.6,6.3,6.4,6.6,7.6,6.2
1301,酷派,2,7.0,6.6,6.9,6.7,7.6,7.4
1302,酷派,2,7.0,6.6,6.9,6.7,7.6,7.4
1303,酷派,2,7.0,6.6,6.9,6.7,7.6,7.4
1304,酷派,2,7.0,6.6,6.9,6.7,7.6,7.4
1305,酷派,2,7.0,6.6,6.9,6.7,7.6,7.4
1306,酷派,2,6.8,7.0,6.6,7.8,7.4,5.4
1307,酷派,2,6.9,7.2,2.0,8.1,7.7,7.3
1308,酷派,2,7.0,7.3,2.0,7.5,7.7,7.4
1309,酷派,2,7.4,7.3,2.0,7.5,7.9,8
1310,酷派,2,7.4,7.3,2.0,7.5,7.9,8
1311,酷派,2,7.4,7.3,2.0,7.5,7.9,8
1312,酷派,2,7.4,7.3,2.0,7.5,7.9,8
1313,酷派,2,7.4,7.3,2.0,7.5,7.9,8
1314,酷派,2,7.6,7.4,7.5,7.6,8.1,7.2
1315,酷派,2,7.6,7.4,7.5,7.6,8.1,7.2
1316,酷派,2,7.9,7.5,8.8,8.2,6.4,8.8
1317,酷派,2,7.3,7.5,2.0,7.5,7.5,7.4
1318,酷派,2,7.3,7.5,2.0,7.5,7.5,7.4
1319,酷派,2,7.0,7.6,2.0,7.7,8,7.4
1320,酷派,2,7.0,7.6,2.0,7.7,8,7.4
1321,酷派,2,7.0,7.6,2.0,7.7,8,7.4
1322,酷派,2,5.7,7.7,2.0,5.6,6.1,6.8
1323,酷派,2,8.2,8.0,8.2,8.1,8.7,7.8
1324,酷派,2,8.2,8.0,8.2,8.1,8.7,7.8
1325,酷派,2,8.2,8.0,8.2,8.1,8.7,7.8
1326,酷派,2,7.4,8.2,7.0,7.4,7.4,6.8
1327,酷派,2,7.9,8.3,8.0,7.6,8,7.4
1328,酷派,2,7.8,8.4,9.0,8.6,8,7.8
1329,酷派,2,7.8,8.4,9.0,8.6,8,7.8
1330,酷派,2,7.6,8.5,6.0,8.6,7,7.7
1331,酷派,2,7.6,8.5,6.0,8.6,7,7.7
1332,酷派,2,8.1,9.3,8.1,8.1,7.4,7.6
1333,酷派,2,8.6,9.3,8.5,8.4,8.6,8.4
1334,酷派,2,8.6,9.3,8.5,8.4,8.6,8.4
1340,蓝魔,0,6.3,5.2,6.1,6.6,7.4,6.4
1341,蓝魔,0,6.5,5.7,2.0,5.3,7.3,6.4
1342,蓝魔,0,7.6,6.2,8.9,8.2,8.2,6.6
1343,蓝魔,0,6.7,7.7,2.0,9.3,7.4,7.3
1346,乐目,3,6.4,5.0,7.0,8.0,7,5
1347,乐目,3,6.6,6.0,6.0,7.0,7,7
1348,乐目,3,7.0,7.0,7.0,7.0,7,7
1349,乐目,3,7.7,7.1,8.1,10.0,7.1,6.1
1350,乐目,3,5.8,7.4,3.4,9.4,7.4,1.4
1351,乐目,3,8.0,7.6,4.0,9.5,8.3,8.2
1357,乐视,3,6.5,6.3,7.1,5.4,7,6.8
1358,乐视,3,6.5,6.3,7.1,5.4,7,6.8
1359,乐视,3,6.8,6.4,7.0,6.1,7.5,6.4
1360,乐视,3,6.8,6.4,7.0,6.1,7.5,6.4
1361,乐视,3,6.8,6.4,7.0,6.1,7.5,6.4
1362,乐视,3,6.8,6.4,7.0,6.1,7.5,6.4
1363,乐视,3,6.4,6.8,6.6,5.2,7,6.5
1364,乐视,3,6.4,6.8,6.6,5.2,7,6.5
1365,乐视,3,6.4,6.8,6.6,5.2,7,6.5
1366,乐视,3,6.4,6.8,6.6,5.2,7,6.5
1367,乐视,3,6.1,6.9,6.2,4.0,7.3,6.2
1368,乐视,3,6.1,6.9,6.2,4.0,7.3,6.2
1369,乐视,3,6.1,6.9,6.2,4.0,7.3,6.2
1370,乐视,3,6.9,6.9,5.6,7.2,6.9,7.9
1371,乐视,3,6.9,6.9,5.6,7.2,6.9,7.9
1372,乐视,3,6.2,7.0,6.0,5.4,7.1,5.8
1373,乐视,3,6.2,7.0,6.0,5.4,7.1,5.8
1374,乐视,3,6.2,7.0,6.0,5.4,7.1,5.8
1375,乐视,3,7.4,7.4,4.0,6.9,7.9,7.8
1376,乐视,3,7.4,7.4,4.0,6.9,7.9,7.8
1377,乐视,3,7.4,7.4,4.0,6.9,7.9,7.8
1378,乐视,3,7.5,7.7,8.0,6.7,7,7.8
1379,乐视,3,7.5,7.7,8.0,6.7,7,7.8
1380,乐视,3,7.0,7.7,6.5,6.1,7,7.1
1381,乐视,3,7.0,7.7,6.5,6.1,7,7.1
1382,乐视,3,7.7,8.4,9.5,7.9,7.3,7.2
1383,乐视,3,7.7,8.4,9.5,7.9,7.3,7.2
1384,乐视,3,7.7,8.4,9.5,7.9,7.3,7.2
1385,乐视,3,7.7,8.4,9.5,7.9,7.3,7.2
1386,乐视,3,7.7,8.4,9.5,7.9,7.3,7.2
1387,乐视,3,7.7,8.4,9.5,7.9,7.3,7.2
1391,联想,3,2.8,2.2,2.6,3.2,3.6,2.6
1392,联想,3,3.8,3.5,3.8,3.9,4.6,3.3
1393,联想,3,4.8,3.6,3.6,3.6,7.6,5.6
1394,联想,3,4.0,3.6,4.2,3.8,5.3,3.1
1395,联想,3,4.7,3.9,4.9,3.9,5.9,4.9
1396,联想,3,4.4,4.0,4.1,4.8,6,3.1
1397,联想,3,4.4,4.0,4.1,4.8,6,3.1
1398,联想,3,4.5,4.2,4.2,4.2,6.2,3.7
1399,联想,3,5.0,4.8,4.8,5.8,5.8,3.8
1400,联想,3,4.8,5.0,6.0,4.0,7,2
1401,联想,3,4.1,5.0,3.0,3.0,5.7,3.7
1402,联想,3,6.6,5.4,6.7,5.3,8.1,7.7
1403,联想,3,6.2,5.4,6.6,4.4,7.8,6.7
1404,联想,3,5.5,5.6,4.6,6.6,6.2,4.3
1405,联想,3,5.6,5.6,6.2,5.0,6.5,4.5
1406,联想,3,6.8,5.7,6.8,6.2,8.1,7.4
1407,联想,3,5.9,5.8,6.3,5.2,6.1,6.3
1408,联想,3,6.2,6.2,6.1,6.3,6.7,5.9
1409,联想,3,6.1,6.3,6.3,5.8,7.7,4.5
1410,联想,3,6.7,6.4,6.0,7.2,8,6
1411,联想,3,6.7,6.4,6.0,7.2,8,6
1412,联想,3,5.9,6.5,6.0,4.2,7.1,5.9
1413,联想,3,6.7,6.7,6.6,6.3,7.6,6.2
1414,联想,3,6.7,6.7,6.6,6.3,7.6,6.2
1415,联想,3,7.2,6.7,6.9,8.2,7.5,6.9
1416,联想,3,7.2,6.7,6.9,8.2,7.5,6.9
1417,联想,3,6.5,6.8,5.5,6.8,6.4,7.1
1418,联想,3,8.1,6.9,6.7,8.1,9.7,9.1
1419,联想,3,6.0,7.1,5.9,6.3,5.9,4.7
1420,联想,3,6.0,7.1,5.9,6.3,5.9,4.7
1421,联想,3,6.1,7.1,2.0,6.9,8.3,6.3
1422,联想,3,6.8,7.3,6.7,6.9,7.3,6
1423,联想,3,6.8,7.3,6.7,6.9,7.3,6
1424,联想,3,6.8,7.3,6.7,6.9,7.3,6
1425,联想,3,7.7,7.3,8.3,7.2,8.4,7.2
1426,联想,3,7.3,7.4,7.2,8.2,7,6.5
1427,联想,3,7.2,7.6,7.6,7.5,6.9,6.4
1428,联想,3,7.2,7.6,7.6,7.5,6.9,6.4
1429,联想,3,7.6,7.6,6.0,9.2,8.4,6.8
1430,联想,3,7.8,7.7,8.1,7.7,7.8,7.7
1431,联想,3,7.8,7.7,8.1,7.7,7.8,7.7
1432,联想,3,6.9,7.8,5.1,7.8,7.8,5.8
1433,联想,3,7.8,7.8,7.5,8.7,7.8,7.2
1434,联想,3,7.3,7.8,6.9,7.5,8.3,6.1
1435,联想,3,7.5,7.9,5.9,7.9,7.9,7.9
1436,联想,3,7.3,8.0,7.2,6.9,7.8,6.5
1437,联想,3,7.3,8.0,7.2,6.9,7.8,6.5
1438,联想,3,7.3,8.0,7.2,6.9,7.8,6.5
1439,联想,3,7.3,8.0,7.2,6.9,7.8,6.5
1440,联想,3,8.4,8.1,9.1,8.6,8.4,8
1441,联想,3,7.3,8.1,7.6,6.4,7.3,6.9
1442,联想,3,7.3,8.1,7.6,6.4,7.3,6.9
1443,联想,3,8.4,8.1,9.1,8.6,8.4,8
1444,联想,3,8.8,8.2,9.4,9.4,8.7,8.4
1445,联想,3,8.0,8.4,9.5,7.6,8.1,7.2
1446,联想,3,8.0,8.4,9.5,7.6,8.1,7.2
1447,联想,3,8.1,8.5,8.5,8.5,7.8,7.1
1448,联想,3,7.5,8.5,7.0,9.4,9.1,9.1
1449,联想,3,8.6,8.6,8.6,7.1,9.6,9.1
1450,联想,3,7.7,8.7,8.0,8.4,7.5,6.6
1451,联想,3,7.7,8.7,8.0,8.4,7.5,6.6
1452,联想,3,6.9,8.9,6.9,5.7,7.3,5.7
1453,联想,3,7.9,8.9,10.0,6.8,8.6,7.2
1454,联想,3,7.9,8.9,10.0,6.8,8.6,7.2
1455,联想,3,8.5,9.1,8.1,8.1,9.1,8.1
1458,美图,0,6.0,4.8,4.0,5.4,7.1,7.8
1459,美图,0,6.2,5.0,6.4,3.7,7,9
1460,美图,0,7.5,5.9,6.9,6.9,7.9,9.9
1461,美图,0,7.0,6.4,4.0,7.1,7.8,8.7
1462,美图,0,7.1,6.5,7.2,6.6,6.9,8.2
1463,美图,0,7.6,7.0,4.0,6.7,7.7,9
1464,美图,0,8.3,8.0,6.5,8.0,8.7,9.6
1465,美图,0,8.3,8.0,8.1,7.1,8.7,9.4
1466,美图,0,8.3,8.0,8.1,7.1,8.7,9.4
1469,魅族,3,5.5,5.2,5.0,5.1,7.7,4.7
1470,魅族,3,5.5,5.2,5.0,5.1,7.7,4.7
1471,魅族,3,6.3,5.5,8.5,6.4,7.6,6.2
1472,魅族,3,6.3,5.5,8.5,6.4,7.6,6.2
1473,魅族,3,6.7,5.9,7.1,5.5,7.9,6.9
1474,魅族,3,7.2,6.5,7.7,5.6,8.8,7.6
1475,魅族,3,7.7,6.6,8.0,7.1,8.3,8
1476,魅族,3,7.1,7.0,6.0,6.7,7.3,7.4
1477,魅族,3,7.1,7.0,6.0,6.7,7.3,7.4
1478,魅族,3,7.1,7.0,6.0,6.7,7.3,7.4
1479,魅族,3,7.3,7.1,7.0,7.5,8.2,7.4
1480,魅族,3,7.6,7.2,8.1,7.7,7.9,7.1
1481,魅族,3,7.6,7.2,8.1,7.7,7.9,7.1
1482,魅族,3,7.6,7.2,8.1,7.7,7.9,7.1
1483,魅族,3,7.6,7.2,8.1,7.7,7.9,7.1
1484,魅族,3,7.0,7.3,6.7,6.7,7.8,6.6
1485,魅族,3,7.0,7.3,6.7,6.7,7.8,6.6
1486,魅族,3,7.1,7.5,4.0,7.8,8.7,7.7
1487,魅族,3,7.1,7.5,4.0,7.8,8.7,7.7
1488,魅族,3,7.8,7.5,7.2,8.4,9.1,6.7
1489,魅族,3,8.2,7.7,6.5,8.1,8.7,8.3
1490,魅族,3,8.2,7.7,6.5,8.1,8.7,8.3
1491,魅族,3,7.1,7.9,7.9,4.6,9.2,5.9
1492,魅族,3,6.9,7.9,5.0,5.9,8.7,6.4
1493,魅族,3,6.9,7.9,5.0,5.9,8.7,6.4
1494,魅族,3,7.9,8.1,4.0,8.2,8.7,8.4
1495,魅族,3,7.9,8.1,4.0,8.2,8.7,8.4
1496,魅族,3,7.6,8.3,3.5,8.8,8.3,7.5
1497,魅族,3,7.6,8.3,3.5,8.8,8.3,7.5
1498,魅族,3,7.7,8.3,2.0,8.6,8.5,7.8
1499,魅族,3,7.7,8.3,2.0,8.6,8.5,7.8
1500,魅族,3,7.7,8.3,2.0,8.6,8.5,7.8
1501,魅族,3,7.7,8.3,2.0,8.6,8.5,7.8
1502,魅族,3,8.4,8.4,7.5,7.5,9.1,8.7
1503,魅族,3,8.0,8.7,5.5,8.9,8.3,7.8
1504,魅族,3,8.0,8.7,5.5,8.9,8.3,7.8
1505,魅族,3,8.0,8.7,5.5,8.9,8.3,7.8
1506,魅族,3,7.9,8.7,2.0,8.5,8.7,7.8
1507,魅族,3,7.9,8.7,2.0,8.5,8.7,7.8
1508,魅族,3,7.9,8.7,2.0,8.5,8.7,7.8
1509,魅族,3,7.9,9.1,3.5,8.5,8.8,7.5
1510,魅族,3,7.9,9.1,3.5,8.5,8.8,7.5
1548,纽曼,2,2.8,2.4,2.4,4.4,2.4,2.4
1549,纽曼,2,7.8,4.6,7.6,9.6,8.6,8.6
1550,纽曼,2,8.4,6.8,6.8,10.0,8.8,6.8
1551,纽曼,2,7.5,7.1,9.1,5.1,9.1,7.1
1552,纽曼,2,7.5,7.5,7.5,7.5,7.5,7.5
1553,纽曼,2,8.0,8.4,7.6,7.6,10,6.4
1554,纽曼,2,8.0,8.4,7.6,7.6,10,6.4
1555,纽曼,2,8.3,8.4,8.0,8.3,8.8,7.8
1556,纽曼,2,10.0,10.0,10.0,10.0,10,10
1583,努比亚,3,4.0,2.3,2.3,8.8,2.8,3.8
1584,努比亚,3,6.0,4.0,4.0,8.0,6,8
1585,努比亚,3,6.0,4.0,4.0,8.0,6,8
1586,努比亚,3,6.1,4.9,6.0,6.8,6.9,8.3
1587,努比亚,3,6.4,6.0,2.0,6.4,7.4,7.6
1588,努比亚,3,6.4,6.0,2.0,6.4,7.4,7.6
1589,努比亚,3,6.4,6.0,2.0,6.4,7.4,7.6
1590,努比亚,3,7.3,6.2,7.9,5.4,9.3,7.8
1591,努比亚,3,7.3,6.2,7.9,5.4,9.3,7.8
1592,努比亚,3,7.3,6.2,7.9,5.4,9.3,7.8
1593,努比亚,3,7.4,6.5,8.5,6.1,8.6,8.1
1594,努比亚,3,7.4,6.5,8.5,6.1,8.6,8.1
1595,努比亚,3,7.4,6.5,8.5,6.1,8.6,8.1
1596,努比亚,3,7.4,6.5,8.5,6.1,8.6,8.1
1597,努比亚,3,7.4,6.5,8.5,6.1,8.6,8.1
1598,努比亚,3,8.1,6.6,8.1,8.7,8.4,8.8
1599,努比亚,3,7.7,6.6,7.6,5.4,9.9,8.9
1600,努比亚,3,7.7,6.6,7.6,5.4,9.9,8.9
1601,努比亚,3,7.4,6.9,7.4,6.3,7.9,8.4
1602,努比亚,3,7.4,6.9,7.4,6.3,7.9,8.4
1603,努比亚,3,7.4,6.9,7.4,6.3,7.9,8.4
1604,努比亚,3,7.4,6.9,7.4,6.3,7.9,8.4
1605,努比亚,3,7.4,6.9,7.4,6.3,7.9,8.4
1606,努比亚,3,7.4,6.9,7.4,6.3,7.9,8.4
1607,努比亚,3,6.7,7.1,3.0,9.0,6.8,6.7
1608,努比亚,3,7.8,7.4,3.5,6.7,8.4,8.3
1609,努比亚,3,7.4,7.4,6.8,6.6,7.8,8.2
1610,努比亚,3,7.4,7.5,7.3,5.8,8.2,8.4
1611,努比亚,3,7.4,7.5,7.3,5.8,8.2,8.4
1612,努比亚,3,7.8,7.5,8.4,7.7,7.1,8.5
1613,努比亚,3,7.8,7.5,8.4,7.7,7.1,8.5
1614,努比亚,3,8.3,7.8,8.0,7.9,8.5,8.7
1615,努比亚,3,8.3,7.8,8.0,7.9,8.5,8.7
1616,努比亚,3,8.3,7.8,8.0,7.9,8.5,8.7
1617,努比亚,3,8.3,7.8,8.0,7.9,8.5,8.7
1618,努比亚,3,8.3,7.8,8.0,7.9,8.5,8.7
1619,努比亚,3,7.6,7.8,6.0,8.0,8.1,7.9
1620,努比亚,3,7.8,7.8,6.0,8.9,8.4,7.8
1621,努比亚,3,7.7,8.1,8.0,6.2,7.8,8.6
1622,努比亚,3,7.7,8.1,8.0,6.2,7.8,8.6
1623,努比亚,3,8.0,8.5,8.4,5.9,8.9,8.1
1624,努比亚,3,8.0,8.5,8.4,5.9,8.9,8.1
1625,努比亚,3,7.8,8.5,8.3,5.7,8.1,8.4
1626,努比亚,3,7.5,10.0,7.1,3.1,5.1,10
1627,诺基亚,3,3.2,1.6,1.6,3.6,7.6,1.6
1628,诺基亚,3,7.5,5.5,5.5,8.5,9.5,8.5
1629,诺基亚,3,5.3,5.7,3.7,7.7,5.7,3.7
1630,诺基亚,3,6.3,5.9,3.9,7.9,5.9,7.9
1631,诺基亚,3,5.8,6.0,5.0,6.0,7,5
1632,诺基亚,3,7.2,6.0,6.6,6.6,8.6,8
1633,诺基亚,3,7.2,6.0,6.6,6.6,8.6,8
1634,诺基亚,3,6.8,6.6,3.5,7.1,8.1,7.3
1635,诺基亚,3,7.8,6.7,7.7,7.7,9,7.7
1636,诺基亚,3,7.9,6.9,7.6,8.0,7.6,9.4
1637,诺基亚,3,7.7,6.9,6.9,4.9,8.9,10
1638,诺基亚,3,7.5,7.0,6.7,7.0,9.2,7.5
1639,诺基亚,3,7.2,7.2,7.2,7.2,7.2,7.2
1640,诺基亚,3,7.2,7.2,7.2,7.2,7.2,7.2
1641,诺基亚,3,8.1,7.5,9.5,9.5,6.5,7.5
1642,诺基亚,3,8.1,7.5,9.5,9.5,6.5,7.5
1643,诺基亚,3,7.9,7.7,7.7,7.9,8.2,8.2
1644,诺基亚,3,7.4,7.7,5.7,9.7,8.4,5.7
1645,诺基亚,3,8.8,7.8,8.5,9.0,9.2,9.3
1646,诺基亚,3,7.5,7.8,6.8,6.7,8,8.2
1647,诺基亚,3,8.3,7.8,7.8,7.0,9,9.7
1648,诺基亚,3,8.4,7.8,6.5,10.0,10,6.6
1649,诺基亚,3,7.9,8.0,7.7,7.1,8.3,8.5
1650,诺基亚,3,8.3,8.0,8.1,7.1,9.2,9.2
1651,诺基亚,3,8.7,8.0,8.8,7.5,9.6,9.6
1652,诺基亚,3,6.9,8.1,5.2,8.7,8.5,4.1
1653,诺基亚,3,8.2,8.1,8.0,6.1,9.3,9.4
1654,诺基亚,3,7.5,8.1,8.1,6.1,8.1,7.1
1655,诺基亚,3,7.9,8.2,7.1,7.8,8.5,7.8
1656,诺基亚,3,7.7,8.3,7.3,8.8,6.8,7.3
1657,诺基亚,3,8.6,8.3,7.9,7.5,10,9.4
1658,诺基亚,3,7.7,8.3,8.3,6.8,8.3,6.8
1659,诺基亚,3,7.8,8.4,7.5,8.0,8.1,7
1660,诺基亚,3,8.4,8.4,8.4,8.4,8.4,8.4
1661,诺基亚,3,8.4,8.4,8.4,8.4,8.4,8.4
1662,诺基亚,3,7.8,8.4,7.5,8.0,8.1,7
1663,诺基亚,3,8.2,8.6,8.0,9.7,8.6,6.3
1664,诺基亚,3,8.3,8.7,8.7,10.0,8.7,4.7
1665,诺基亚,3,7.4,9.0,9.0,7.0,5,7
1666,诺基亚,3,8.3,9.1,7.7,9.4,9.4,6.1
1667,诺基亚,3,8.2,9.1,8.8,7.1,8.8,7.1
1668,诺基亚,3,8.6,9.2,8.1,8.6,9.4,7.7
1669,诺基亚,3,8.6,9.2,8.1,8.6,9.4,7.7
1670,诺基亚,3,8.1,9.3,7.3,9.3,7.3,7.3
1671,诺基亚,3,8.1,9.3,7.3,9.3,7.3,7.3
1672,诺基亚,3,8.1,9.3,7.3,9.3,7.3,7.3
1673,诺基亚,3,8.1,9.3,7.3,9.3,7.3,7.3
1674,诺基亚,3,7.8,9.4,7.4,5.4,9.4,7.4
1675,诺基亚,3,8.8,9.5,8.2,10.0,9.2,6.9
1676,诺基亚,3,8.9,10.0,7.5,10.0,8.9,7.5
1682,苹果,3,7.4,6.2,9.0,5.8,7.8,7.3
1683,苹果,3,7.4,6.2,9.0,5.8,7.8,7.3
1684,苹果,3,7.4,6.2,9.0,5.8,7.8,7.3
1685,苹果,3,8.0,6.2,9.6,6.9,7.9,8.2
1686,苹果,3,8.0,6.2,9.6,6.9,7.9,8.2
1687,苹果,3,8.0,6.2,9.6,6.9,7.9,8.2
1688,苹果,3,8.3,6.5,7.0,7.6,7.9,7.8
1689,苹果,3,8.3,6.5,7.0,7.6,7.9,7.8
1690,苹果,3,8.3,6.5,7.0,7.6,7.9,7.8
1691,苹果,3,7.8,6.5,9.5,6.7,8.1,8.3
1692,苹果,3,7.8,6.5,9.5,6.7,8.1,8.3
1693,苹果,3,7.8,6.5,9.5,6.7,8.1,8.3
1694,苹果,3,7.8,6.5,9.5,6.7,8.1,8.3
1695,苹果,3,7.8,6.6,8.3,6.9,8.9,8.2
1696,苹果,3,7.8,6.6,8.3,6.9,8.9,8.2
1697,苹果,3,7.8,6.6,8.3,6.9,8.9,8.2
1698,苹果,3,7.8,6.6,8.3,6.9,8.9,8.2
1699,苹果,3,7.8,6.6,8.3,6.9,8.9,8.2
1700,苹果,3,7.8,6.6,8.3,6.9,8.9,8.2
1701,苹果,3,8.0,6.6,10.0,7.6,7.7,8.5
1702,苹果,3,8.0,6.6,10.0,7.6,7.7,8.5
1703,苹果,3,8.0,6.6,10.0,7.6,7.7,8.5
1704,苹果,3,8.2,6.7,6.0,7.0,9.1,8.9
1705,苹果,3,8.2,6.7,6.0,7.0,9.1,8.9
1706,苹果,3,8.2,6.7,6.0,7.0,9.1,8.9
1707,苹果,3,8.2,6.7,6.0,7.0,9.1,8.9
1708,苹果,3,7.2,6.8,4.0,5.9,8.6,7.7
1709,苹果,3,7.2,6.8,4.0,5.9,8.6,7.7
1710,苹果,3,7.2,6.8,4.0,5.9,8.6,7.7
1711,苹果,3,7.2,6.8,4.0,5.9,8.6,7.7
1712,苹果,3,7.2,6.8,4.0,5.9,8.6,7.7
1713,苹果,3,7.2,6.8,4.0,5.9,8.6,7.7
1714,苹果,3,7.2,6.8,4.0,5.9,8.6,7.7
1715,苹果,3,8.1,7.2,9.0,7.3,8.2,8.2
1716,苹果,3,8.1,7.2,9.0,7.3,8.2,8.2
1717,苹果,3,7.7,7.5,7.5,7.1,9.1,7.1
1718,苹果,3,7.7,7.5,7.5,7.1,9.1,7.1
1719,苹果,3,7.7,7.5,7.5,7.1,9.1,7.1
1720,苹果,3,7.7,7.5,7.5,7.1,9.1,7.1
1721,苹果,3,7.7,7.5,7.5,7.1,9.1,7.1
1722,苹果,3,7.9,7.7,8.2,6.8,8.9,7.9
1723,苹果,3,7.9,7.7,8.2,6.8,8.9,7.9
1724,苹果,3,7.7,7.7,7.7,7.7,7.7,7.7
1725,苹果,3,7.7,7.7,7.7,7.7,7.7,7.7
1726,苹果,3,7.7,7.7,7.7,7.7,7.7,7.7
1727,苹果,3,7.9,7.7,8.2,6.8,8.9,7.9
1728,苹果,3,7.9,7.7,8.2,6.8,8.9,7.9
1729,苹果,3,7.9,7.7,8.2,6.8,8.9,7.9
1730,苹果,3,7.9,7.7,8.2,6.8,8.9,7.9
1731,苹果,3,7.9,7.7,8.2,6.8,8.9,7.9
1732,苹果,3,8.1,8.7,8.7,5.7,8.7,8.7
1733,苹果,3,8.1,8.7,8.7,5.7,8.7,8.7
1734,苹果,3,9.1,8.9,9.6,7.9,9.5,9.5
1735,苹果,3,9.1,8.9,9.6,7.9,9.5,9.5
1736,苹果,3,9.1,8.9,9.6,7.9,9.5,9.5
1737,苹果,3,9.1,8.9,9.6,7.9,9.5,9.5
1738,苹果,3,8.0,9.3,9.6,9.0,9.3,9.3
1739,苹果,3,8.0,9.3,9.6,9.0,9.3,9.3
1740,苹果,3,8.0,9.3,9.6,9.0,9.3,9.3
1741,苹果,3,8.2,10.0,7.4,6.4,8.4,7.4
1742,苹果,3,8.2,10.0,7.4,6.4,8.4,7.4
1746,奇酷,0,7.1,6.3,5.5,7.1,7.4,7.8
1747,奇酷,0,7.8,6.9,6.0,7.6,8.1,8.2
1748,奇酷,0,7.8,6.9,6.0,7.6,8.1,8.2
1749,奇酷,0,7.1,6.9,7.0,7.0,7.4,7.3
1750,奇酷,0,7.1,6.9,7.0,7.0,7.4,7.3
1751,奇酷,0,7.1,6.9,7.0,7.0,7.4,7.3
1752,奇酷,0,7.1,6.9,7.0,7.0,7.4,7.3
1753,荣耀,3,6.4,6.6,5.9,5.9,7.8,5.9
1754,荣耀,3,6.4,6.6,5.9,5.9,7.8,5.9
1755,荣耀,3,7.0,6.7,8.0,7.0,8.9,8.3
1756,荣耀,3,6.6,6.7,6.5,6.4,7.4,6
1757,荣耀,3,6.6,6.7,6.5,6.4,7.4,6
1758,荣耀,3,6.6,6.7,6.5,6.4,7.4,6
1759,荣耀,3,8.0,7.0,8.5,7.7,7.4,8.4
1760,荣耀,3,8.0,7.0,8.5,7.7,7.4,8.4
1761,荣耀,3,8.0,7.0,8.5,7.7,7.4,8.4
1762,荣耀,3,8.0,7.0,8.5,7.7,7.4,8.4
1763,荣耀,3,7.1,7.0,4.0,7.5,7.8,7.2
1764,荣耀,3,7.1,7.0,4.0,7.5,7.8,7.2
1765,荣耀,3,7.1,7.0,4.0,7.5,7.8,7.2
1766,荣耀,3,7.1,7.0,4.0,7.5,7.8,7.2
1767,荣耀,3,7.1,7.0,4.0,7.5,7.8,7.2
1768,荣耀,3,6.9,7.0,6.9,6.3,7.3,7.1
1769,荣耀,3,6.9,7.0,6.9,6.3,7.3,7.1
1770,荣耀,3,6.9,7.0,6.9,6.3,7.3,7.1
1771,荣耀,3,6.9,7.0,6.9,6.3,7.3,7.1
1772,荣耀,3,6.9,7.0,6.9,6.3,7.3,7.1
1773,荣耀,3,6.9,7.0,6.9,6.3,7.3,7.1
1774,荣耀,3,7.0,7.1,5.0,7.0,8,7.6
1775,荣耀,3,7.0,7.1,5.0,7.0,8,7.6
1776,荣耀,3,7.1,7.1,4.0,7.1,7.1,7.1
1777,荣耀,3,7.1,7.1,4.0,7.1,7.1,7.1
1778,荣耀,3,7.1,7.1,4.0,7.1,7.1,7.1
1779,荣耀,3,7.1,7.1,4.0,7.1,7.1,7.1
